city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,21,500-999,Pvt Ltd,1,32,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10-49,Pvt Ltd,1,11,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,2,2,1.0
city_11,Male,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1,58,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,5,33,0.0
city_73,Male,No relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,0,37,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,21,1000-4999,Pvt Ltd,2,56,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,67,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,92,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000-11000,Pvt Ltd,5,18,0.0
city_150,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1-9,Funded Startup,1,7,0.0
city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,46,0.0
city_21,Male,No relevent experience,no_enrollment,Masters,STEM,5,50-99,NGO,5,105,1.0
city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,49,0.0
city_116,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,180,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10-49,Pvt Ltd,3,33,1.0
city_90,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,5,40,0.0
city_21,Male,Has relevent experience,Part time course,Masters,STEM,9,10000-11000,Pvt Ltd,4,36,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,2,28,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000-11000,Pvt Ltd,1,17,0.0
city_128,Male,Has relevent experience,no_enrollment,Graduate,Humanities,20,10-49,Pvt Ltd,1,64,1.0
city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,0,28,1.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1-9,Early Stage Startup,1,12,0.0
city_138,Male,No relevent experience,no_enrollment,Graduate,Business Degree,0,50-99,Pvt Ltd,1,31,1.0
city_100,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0,262,0.0
city_103,Male,Has relevent experience,Part time course,Graduate,Other,1,1-9,NGO,0,156,0.0
city_41,Male,Has relevent experience,Full time course,High School,STEM,4,50-99,Early Stage Startup,1,18,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1000-4999,Pvt Ltd,4,23,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,5,10,0.0
city_16,Male,No relevent experience,no_enrollment,High School,STEM,1,50-99,Pvt Ltd,0,9,0.0
city_57,Male,Has relevent experience,Full time course,Graduate,STEM,6,1-9,Pvt Ltd,0,11,0.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,56,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000-11000,Pvt Ltd,5,26,0.0
city_41,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1-9,Early Stage Startup,4,16,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,500-999,Pvt Ltd,1,20,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000-11000,Pvt Ltd,1,152,0.0
city_21,Male,No relevent experience,Full time course,High School,STEM,2,50-99,Pvt Ltd,0,18,0.0
city_116,Male,No relevent experience,no_enrollment,Masters,STEM,21,10000-11000,Pvt Ltd,5,192,0.0
city_64,Other,Has relevent experience,Part time course,High School,STEM,8,1-9,Pvt Ltd,5,192,0.0
city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1-9,Pvt Ltd,2,38,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,5,12,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,5,51,0.0
city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10-49,Early Stage Startup,2,119,0.0
city_102,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,40,0.0
city_128,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,81,1.0
city_138,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000-11000,Pvt Ltd,5,10,1.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,Humanities,18,50-99,Pvt Ltd,0,96,0.0
city_149,Male,No relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,0,121,1.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,70,0.0
city_101,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,202,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,12,0.0
city_116,Male,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0,16,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,10-49,Pvt Ltd,1,17,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,0,66,1.0
city_162,Male,No relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,0,29,1.0
city_14,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,3,0.0
city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,5,32,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10000-11000,Pvt Ltd,1,60,1.0
city_159,Male,Has relevent experience,Part time course,Graduate,STEM,6,1-9,Pvt Ltd,1,24,1.0
city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,10,0.0
city_159,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10-49,Pvt Ltd,3,86,0.0
city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,1,50-99,Other,0,11,1.0
city_7,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,0,7,1.0
city_114,Male,No relevent experience,Full time course,Graduate,STEM,6,1-9,Pvt Ltd,1,144,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,1-9,Pvt Ltd,2,55,0.0
city_21,Male,Has relevent experience,Full time course,Masters,STEM,15,10000-11000,Pvt Ltd,2,96,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,Arts,21,50-99,Pvt Ltd,4,103,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,10,0.0
city_100,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,50,1.0
city_103,Male,Has relevent experience,Full time course,Graduate,STEM,9,10-49,Pvt Ltd,4,12,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,44,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,1,30,0.0
city_104,Male,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,35,0.0
city_114,Male,No relevent experience,no_enrollment,High School,STEM,9,50-99,Pvt Ltd,0,46,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1-9,Pvt Ltd,2,41,0.0
city_16,Male,No relevent experience,Part time course,Graduate,STEM,3,1000-4999,Public Sector,5,84,0.0
city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1,108,0.0
city_150,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,43,0.0
city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10-49,Pvt Ltd,1,37,0.0
city_103,Male,Has relevent experience,no_enrollment,Primary School,STEM,3,50-99,Pvt Ltd,1,7,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,11,1-9,Early Stage Startup,1,226,0.0
city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Public Sector,5,20,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10-49,Pvt Ltd,1,80,1.0
city_114,Male,No relevent experience,Full time course,Masters,STEM,8,1000-4999,Public Sector,5,19,0.0
city_67,Male,No relevent experience,no_enrollment,Graduate,STEM,0,50-99,Pvt Ltd,0,62,0.0
city_16,Male,No relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,0,16,1.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,5,55,0.0
city_64,Male,Has relevent experience,no_enrollment,Masters,STEM,21,100-500,Funded Startup,1,42,0.0
city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,2,70,1.0
city_103,Male,No relevent experience,no_enrollment,High School,STEM,1,50-99,Pvt Ltd,1,12,1.0
city_114,Male,No relevent experience,Full time course,High School,STEM,9,100-500,Pvt Ltd,1,5,0.0
city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,50,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,100,0.0
city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,100,0.0
city_21,Male,Has relevent experience,Part time course,Graduate,STEM,7,10000-11000,Pvt Ltd,3,204,1.0
city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,68,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000-11000,Pvt Ltd,2,11,0.0
city_114,Female,No relevent experience,Part time course,High School,STEM,3,10-49,Public Sector,1,28,1.0
city_99,Female,No relevent experience,no_enrollment,Phd,Humanities,10,1000-4999,NGO,2,41,0.0
city_11,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,0,40,1.0
city_173,Male,Has relevent experience,Full time course,Graduate,STEM,7,10-49,Pvt Ltd,1,37,1.0
city_102,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,1000-4999,Pvt Ltd,2,130,0.0
city_152,Male,No relevent experience,Full time course,Graduate,STEM,5,1-9,Public Sector,1,108,0.0
city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,2,26,1.0
city_158,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,2,152,0.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,87,0.0
city_103,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Funded Startup,1,33,0.0
city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,20,10000-11000,NGO,5,28,0.0
city_69,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0,62,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,27,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,41,0.0
city_57,Male,Has relevent experience,no_enrollment,Masters,STEM,21,5000-9999,Pvt Ltd,1,42,0.0
city_21,Female,No relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,0,42,1.0
city_67,Male,Has relevent experience,Full time course,Graduate,STEM,5,10000-11000,Pvt Ltd,2,28,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,5,51,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,0,50-99,Pvt Ltd,0,84,1.0
city_103,Male,No relevent experience,no_enrollment,Graduate,Arts,11,500-999,NGO,5,161,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000-11000,Pvt Ltd,4,90,0.0
city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,NGO,1,31,0.0
city_30,Male,No relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,5,76,1.0
city_160,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Public Sector,1,102,1.0
city_104,Female,Has relevent experience,no_enrollment,High School,STEM,14,50-99,Pvt Ltd,5,142,0.0
city_73,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,NGO,5,109,0.0
city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10-49,Pvt Ltd,1,11,0.0
city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,23,0.0
city_61,Male,No relevent experience,Full time course,High School,STEM,2,50-99,Pvt Ltd,0,22,0.0
city_100,Male,No relevent experience,Full time course,High School,STEM,5,50-99,Pvt Ltd,0,184,0.0
city_155,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,46,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,1,12,0.0
city_103,Male,Has relevent experience,no_enrollment,High School,STEM,21,50-99,Pvt Ltd,2,298,1.0
city_138,Male,Has relevent experience,Full time course,Graduate,Humanities,0,100-500,Pvt Ltd,1,56,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,100-500,Other,2,163,1.0
city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000-11000,Pvt Ltd,2,53,0.0
city_173,Male,Has relevent experience,no_enrollment,Masters,Arts,7,50-99,Pvt Ltd,0,65,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,2,25,1.0
city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,5,12,0.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,41,0.0
city_162,Male,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,2,79,0.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,121,0.0
city_103,Male,No relevent experience,Full time course,High School,STEM,5,50-99,Pvt Ltd,1,27,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,2,50,0.0
city_67,Male,No relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,1,4,0.0
city_101,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,15,1.0
city_21,Male,No relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,48,1.0
city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,92,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,12,0.0
city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000-11000,Pvt Ltd,1,8,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000-11000,Pvt Ltd,5,31,0.0
city_103,Female,No relevent experience,no_enrollment,Masters,Humanities,4,50-99,Funded Startup,1,96,0.0
city_173,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,218,0.0
city_28,Male,No relevent experience,no_enrollment,Phd,STEM,21,100-500,Public Sector,5,46,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,20,10000-11000,Pvt Ltd,5,76,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,500-999,Pvt Ltd,1,32,1.0
city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,Pvt Ltd,5,37,0.0
city_74,Male,No relevent experience,Part time course,Graduate,STEM,2,100-500,Pvt Ltd,1,16,1.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,NGO,1,34,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,21,500-999,Pvt Ltd,5,30,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,NGO,2,20,0.0
city_102,Male,No relevent experience,Full time course,Graduate,STEM,8,500-999,Pvt Ltd,5,76,0.0
city_21,Male,No relevent experience,no_enrollment,Masters,STEM,3,1-9,Early Stage Startup,3,44,0.0
city_16,Male,No relevent experience,no_enrollment,High School,STEM,2,50-99,Pvt Ltd,0,5,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,10000-11000,Pvt Ltd,4,25,0.0
city_16,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,4,10,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,50-99,Pvt Ltd,4,11,0.0
city_16,Male,Has relevent experience,no_enrollment,High School,STEM,10,1-9,Funded Startup,1,94,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,53,0.0
city_162,Male,No relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,0,32,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000-11000,Pvt Ltd,2,58,0.0
city_67,Female,No relevent experience,Full time course,High School,STEM,3,50-99,Pvt Ltd,0,63,1.0
city_21,Female,No relevent experience,Full time course,Graduate,STEM,6,10000-11000,Public Sector,1,15,1.0
city_78,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,97,1.0
city_90,Female,No relevent experience,Full time course,Graduate,STEM,9,50-99,Pvt Ltd,0,224,0.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,18,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,1,74,0.0
city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,3,45,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Pvt Ltd,3,48,0.0
city_155,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,57,1.0
city_73,Male,Has relevent experience,Full time course,High School,STEM,4,50-99,Pvt Ltd,1,52,1.0
city_160,Male,Has relevent experience,no_enrollment,High School,STEM,5,50-99,Pvt Ltd,1,133,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Early Stage Startup,0,126,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,1,39,1.0
city_103,Male,Has relevent experience,Part time course,Graduate,STEM,19,50-99,Pvt Ltd,1,30,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,0,48,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000-11000,Pvt Ltd,2,34,0.0
city_103,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,2,28,0.0
city_100,Male,Has relevent experience,Full time course,High School,STEM,7,50-99,Pvt Ltd,0,117,0.0
city_142,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,4,22,0.0
city_103,Male,Has relevent experience,Part time course,Graduate,STEM,14,50-99,Pvt Ltd,5,22,0.0
city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,23,1.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,76,0.0
city_104,Male,Has relevent experience,Part time course,Graduate,STEM,21,50-99,Pvt Ltd,5,15,0.0
city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,67,0.0
city_176,Male,Has relevent experience,no_enrollment,Masters,STEM,19,50-99,Pvt Ltd,5,4,0.0
city_16,Male,No relevent experience,no_enrollment,High School,STEM,4,10-49,Pvt Ltd,1,13,0.0
city_162,Male,No relevent experience,Full time course,High School,STEM,5,50-99,Pvt Ltd,0,9,0.0
city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Public Sector,4,5,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000-11000,Public Sector,1,7,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,24,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,10000-11000,Pvt Ltd,5,79,1.0
city_98,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,62,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,1,20,0.0
city_73,Male,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,35,0.0
city_103,Male,No relevent experience,no_enrollment,Graduate,Other,4,50-99,Pvt Ltd,1,16,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,1,33,0.0
city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,21,10000-11000,Pvt Ltd,5,298,0.0
city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,2,117,1.0
city_101,Male,No relevent experience,Part time course,Graduate,Other,0,50-99,Pvt Ltd,2,304,1.0
city_160,Male,Has relevent experience,Full time course,High School,STEM,3,10000-11000,Pvt Ltd,1,23,0.0
city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,Pvt Ltd,2,76,0.0
city_83,Male,No relevent experience,no_enrollment,High School,STEM,4,50-99,Pvt Ltd,0,41,0.0
city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1000-4999,Pvt Ltd,2,86,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,25,0.0
city_16,Male,Has relevent experience,no_enrollment,Masters,Humanities,14,10000-11000,Pvt Ltd,1,158,0.0
city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,Funded Startup,1,33,0.0
city_114,Male,No relevent experience,no_enrollment,High School,STEM,9,50-99,Pvt Ltd,1,37,0.0
city_159,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1-9,Pvt Ltd,0,60,0.0
city_11,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10-49,Early Stage Startup,4,9,1.0
city_102,Male,No relevent experience,no_enrollment,Graduate,No Major,6,50-99,Pvt Ltd,1,26,1.0
city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,1-9,Pvt Ltd,1,11,0.0
city_75,Male,No relevent experience,no_enrollment,Primary School,STEM,3,50-99,Pvt Ltd,0,70,0.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1-9,Funded Startup,1,127,0.0
city_50,Female,Has relevent experience,Full time course,Graduate,STEM,4,10-49,Pvt Ltd,1,23,0.0
city_104,Female,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,4,11,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,39,1.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,18,1.0
city_27,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,57,1.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,5,23,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1-9,Pvt Ltd,1,68,0.0
city_114,Male,Has relevent experience,Full time course,Graduate,STEM,19,10-49,Funded Startup,1,12,1.0
city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,50-99,Pvt Ltd,5,42,0.0
city_23,Male,Has relevent experience,Part time course,Graduate,STEM,7,1-9,Early Stage Startup,1,63,0.0
city_104,Male,Has relevent experience,no_enrollment,High School,STEM,21,1000-4999,Pvt Ltd,1,44,0.0
city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,4,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000-11000,Pvt Ltd,5,40,0.0
city_21,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,0,23,0.0
city_73,Male,No relevent experience,Part time course,Graduate,STEM,6,50-99,Pvt Ltd,2,200,0.0
city_21,Male,Has relevent experience,Part time course,Masters,STEM,2,10-49,Pvt Ltd,1,24,0.0
city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,29,0.0
city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Funded Startup,5,2,0.0
city_105,Male,Has relevent experience,no_enrollment,High School,STEM,14,1-9,Pvt Ltd,5,33,0.0
city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,1,6,0.0
city_128,Male,Has relevent experience,Full time course,Graduate,STEM,2,10-49,Pvt Ltd,1,88,0.0
city_16,Female,No relevent experience,no_enrollment,Graduate,No Major,14,50-99,Pvt Ltd,3,56,0.0
city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1-9,Pvt Ltd,1,19,0.0
city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,17,0.0
city_76,Male,No relevent experience,no_enrollment,High School,STEM,6,500-999,NGO,0,254,0.0
city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000-11000,Pvt Ltd,5,6,0.0
city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,0,50-99,Pvt Ltd,0,55,0.0
city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,21,1-9,Pvt Ltd,4,57,0.0
city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,21,10000-11000,Pvt Ltd,1,66,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,0,13,1.0
city_11,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,1,110,1.0
city_67,Other,Has relevent experience,no_enrollment,High School,STEM,11,50-99,Funded Startup,4,78,1.0
city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,100-500,Pvt Ltd,1,126,0.0
city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,21,100-500,Pvt Ltd,5,16,0.0
city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,5,168,1.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10-49,Pvt Ltd,2,47,0.0
city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,24,0.0
city_21,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,67,0.0
city_71,Male,Has relevent experience,Part time course,Graduate,STEM,11,10-49,Early Stage Startup,1,138,0.0
city_24,Male,Has relevent experience,no_enrollment,Masters,STEM,21,100-500,Pvt Ltd,1,30,0.0
city_75,Female,Has relevent experience,Part time course,Graduate,STEM,15,500-999,Pvt Ltd,1,44,0.0
city_101,Male,No relevent experience,no_enrollment,High School,STEM,6,50-99,Pvt Ltd,0,31,1.0
city_114,Male,No relevent experience,Part time course,High School,STEM,3,50-99,Early Stage Startup,2,134,0.0
city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,21,50-99,Pvt Ltd,2,163,0.0
